Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
35 Triệu/Tháng,86 m²,0 PN,0,---,"Địa chỉ:  Đường Trương Quốc Dung, Phường 10, Phú Nhuận, Hồ Chí Minh",19/10/2023,3/11/2023,14411,Quận Phú Nhuận,Đường Trương Quốc Dung,Lượt xem: 59
16 Triệu/Tháng,140 m²,0 PN,2,---,"Địa chỉ:  Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",20/10/2023,4/11/2023,14505,Quận Tân Bình,Đường Cống Lở,Lượt xem: 34
20 Triệu/Tháng,150 m²,1 PN,2,---,"Địa chỉ:  37 Đường Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh",10/3/2023,25/03/2023,4153,Quận 10,Đường Ngô Quyền,Lượt xem: 87
20 Triệu/Tháng,150 m²,0 PN,1,---,"Địa chỉ:  Đường Trường Sa, Phường 14, Quận 3, Hồ Chí Minh",11/10/2023,26/10/2023,13760,Quận 3,Đường Trường Sa,Lượt xem: 65
24 Triệu/Tháng,70 m²,0 PN,0,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",11/10/2023,26/10/2023,13873,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 29
35 Triệu/Tháng,96 m²,0 PN,0,---,"Địa chỉ:  Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",2/12/2023,17/12/2023,17465,Quận 1,Đường Cống Quỳnh,Lượt xem: 5
15 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  Đường Hoàng Diệu, Phường 4, Quận 4, Hồ Chí Minh",30/11/2023,15/12/2023,17333,Quận 4,Đường Hoàng Diệu,Lượt xem: 24
84 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Trương Định, Phường 7, Quận 3, Hồ Chí Minh",27/10/2023,11/11/2023,14915,Quận 3,Đường Trương Định,Lượt xem: 80
68 Triệu/Tháng,150 m²,0 PN,2,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh",18/12/2023,1/1/2024,19761,Quận 3,Đường Nguyễn Đình Chiểu,Lượt xem: 13
14 Triệu/Tháng,101 m²,0 PN,0,---,"Địa chỉ:  Đường Lý Chính Thắng, Phường 7, Quận 3, Hồ Chí Minh",16/10/2023,31/10/2023,14191,Quận 3,Đường Lý Chính Thắng,Lượt xem: 25
8.5 Triệu/Tháng,60 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",25/11/2023,10/12/2023,16978,Quận Gò Vấp,Đường Lê Đức Thọ,Lượt xem: 27
80 Triệu/Tháng,283 m²,0 PN,0,---,"Địa chỉ:  92 Đường D1, Phường 22, Bình Thạnh, Hồ Chí Minh",14/08/2023,29/08/2023,11834,Quận Bình Thạnh,Đường D1,Lượt xem: 72
90 Triệu/Tháng,300 m²,0 PN,0,---,"Địa chỉ:  Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",12/10/2023,27/10/2023,13914,Quận 10,Đường Cao Thắng,Lượt xem: 66
20 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  Đường Trường Sa, Phường 13, Quận 3, Hồ Chí Minh",19/12/2023,2/1/2024,20024,Quận 3,Đường Trường Sa,Lượt xem: 13
400 Triệu/Tháng,550 m²,0 PN,0,---,"Địa chỉ:  Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",8/12/2023,22/12/2023,18121,Quận 10,Đường 3/2,Lượt xem: 12
13.2 Triệu/Tháng,50 m²,0 PN,0,---,"Địa chỉ:  Đường A4, Phường 12, Tân Bình, Hồ Chí Minh",18/07/2023,2/8/2023,10545,Quận Tân Bình,Đường A4,Lượt xem: 37
15 Triệu/Tháng,70 m²,0 PN,0,---,"Địa chỉ:  Đường Hoàng Diệu, Phường 12, Quận 4, Hồ Chí Minh",19/07/2023,3/8/2023,10689,Quận 4,Đường Hoàng Diệu,Lượt xem: 77
22 Triệu/Tháng,84 m²,0 PN,0,---,"Địa chỉ:  Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",20/11/2023,5/12/2023,16587,Quận Tân Bình,Đường Trường Chinh,Lượt xem: 4
21 Triệu/Tháng,121 m²,3 PN,2,---,"Địa chỉ:  Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",19/08/2023,3/9/2023,12137,Quận 9,Đường Đỗ Xuân Hợp,Lượt xem: 28
30 Triệu/Tháng,1000 m²,0 PN,0,---,"Địa chỉ:  Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",7/10/2023,22/10/2023,13605,Quận 8,Đường Võ Văn Kiệt,Lượt xem: 50
30 Triệu/Tháng,350 m²,0 PN,0,---,"Địa chỉ:  Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",7/10/2023,22/10/2023,13597,Quận 8,Đường Võ Văn Kiệt,Lượt xem: 44
30 Triệu/Tháng,380 m²,0 PN,0,---,"Địa chỉ:  Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",7/10/2023,22/10/2023,13609,Quận 8,Đường Võ Văn Kiệt,Lượt xem: 45
45 Triệu/Tháng,249 m²,0 PN,0,---,"Địa chỉ:  Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",20/11/2023,5/12/2023,16519,Quận 2,Đường Song Hành,Lượt xem: 24
35 Triệu/Tháng,158 m²,0 PN,0,---,"Địa chỉ:  Đường Số 45, Phường 14, Gò Vấp, Hồ Chí Minh",13/11/2023,28/11/2023,16085,Quận Gò Vấp,Đường Số 45,Lượt xem: 29
15 Triệu/Tháng,52 m²,2 PN,1,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",13/11/2023,28/11/2023,16069,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 31
25 Triệu/Tháng,70 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",7/10/2023,22/10/2023,13653,Quận 9,Đường Nguyễn Xiển,Lượt xem: 39
25 Triệu/Tháng,97 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh",30/09/2023,15/10/2023,13380,Quận 6,Đường Trần Văn Kiểu,Lượt xem: 53
22 Triệu/Tháng,60 m²,2 PN,2,---,"Địa chỉ:  Đường Hoa Cau, Phường 7, Phú Nhuận, Hồ Chí Minh",27/02/2023,14/03/2023,3703,Quận Phú Nhuận,Đường Hoa Cau,Lượt xem: 39
35 Triệu/Tháng,250 m²,3 PN,3,---,"Địa chỉ:  Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",7/10/2023,22/10/2023,13670,Quận 9,Đường Nguyễn Xiển,Lượt xem: 50
35 Triệu/Tháng,176 m²,2 PN,2,---,"Địa chỉ:  Đường Phước Thiện, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",7/10/2023,22/10/2023,13651,Quận 9,Đường Phước Thiện,Lượt xem: 41
21 Triệu/Tháng,1051 m²,1 PN,1,---,"Địa chỉ:   854 Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",12/8/2023,27/08/2023,11788,Quận 8,Đường Tạ Quang Bửu,Lượt xem: 38
18 Triệu/Tháng,140 m²,0 PN,0,---,"Địa chỉ:  Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",12/8/2023,27/08/2023,11800,Quận 8,Đường Phạm Hùng,Lượt xem: 56
25 Triệu/Tháng,150 m²,0 PN,0,---,"Địa chỉ:  Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",7/10/2023,22/10/2023,13595,Quận 8,Đường Võ Văn Kiệt,Lượt xem: 55
19 Triệu/Tháng,151 m²,0 PN,0,---,"Địa chỉ:  Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",12/8/2023,27/08/2023,11799,Quận 8,Đường Phạm Thế Hiển,Lượt xem: 67
120 Triệu/Tháng,640 m²,0 PN,4,Đông Bắc,"Địa chỉ:  Đường Cộng Hoà, Phường 13, Tân Bình, Hồ Chí Minh",9/12/2023,23/12/2023,18411,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 7
120 Triệu/Tháng,975 m²,11 PN,6,---,"Địa chỉ:  Đường Võ Trường Toản, Phường 2, Bình Thạnh, Hồ Chí Minh",15/12/2023,29/12/2023,19292,Quận Bình Thạnh,Đường Võ Trường Toản,Lượt xem: 10
60 Triệu/Tháng,144 m²,4 PN,5,---,"Địa chỉ:  Đường Hoa Mai, Phường 2, Phú Nhuận, Hồ Chí Minh",30/08/2023,14/09/2023,12695,Quận Phú Nhuận,Đường Hoa Mai,Lượt xem: 41
90 Triệu/Tháng,270 m²,8 PN,8,---,"Địa chỉ:  Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",8/2/2023,23/02/2023,3159,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,Lượt xem: 34
115 Triệu/Tháng,200 m²,5 PN,0,---,"Địa chỉ:  66/18 Đường Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",4/9/2023,19/09/2023,5142,Quận 3,Đường Phạm Ngọc Thạch,Lượt xem: 728
165 Triệu/Tháng,300 m²,5 PN,6,---,"Địa chỉ:  Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",17/12/2023,31/12/2023,19637,Quận Bình Thạnh,Đường Điện Biên Phủ,Lượt xem: 12
200 Triệu/Tháng,850 m²,5 PN,8,---,"Địa chỉ:  Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",16/12/2023,30/12/2023,19389,Quận 1,Đường Tôn Đức Thắng,Lượt xem: 10
23 Triệu/Tháng,90 m²,5 PN,5,---,"Địa chỉ:  343/8A Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",10/8/2023,25/08/2023,11712,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 35
60 Triệu/Tháng,100 m²,8 PN,5,---,"Địa chỉ:  246a Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",23/08/2023,7/9/2023,5827,Quận 10,Đường Tô Hiến Thành,Lượt xem: 53
18 Triệu/Tháng,52 m²,4 PN,5,---,"Địa chỉ:  53 Đường Bàu Cát 1, Phường 14, Tân Bình, Hồ Chí Minh",6/10/2023,21/10/2023,13562,Quận Tân Bình,Đường Bàu Cát 1,Lượt xem: 19
69 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Cư xá Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",18/12/2023,1/1/2024,19921,Quận 3,Đường Cư xá Trần Quang Diệu,Lượt xem: 9
65 Triệu/Tháng,200 m²,4 PN,3,---,"Địa chỉ:  25B Đường Trương Định, Phường 9, Quận 3, Hồ Chí Minh",10/2/2023,25/02/2023,3239,Quận 3,Đường Trương Định,Lượt xem: 62
40 Triệu/Tháng,270 m²,0 PN,0,---,"Địa chỉ:  62g Đường Hoa Cau, Phường 7, Phú Nhuận, Hồ Chí Minh",21/07/2023,5/8/2023,10920,Quận Phú Nhuận,Đường Hoa Cau,Lượt xem: 50
6 Triệu/Tháng,35 m²,1 PN,1,---,"Địa chỉ:  Đường Mai Văn Vĩnh, Phường Tân Quy, Quận 7, Hồ Chí Minh",16/06/2023,1/7/2023,8487,Quận 7,Đường Mai Văn Vĩnh,Lượt xem: 63
5.5 Triệu/Tháng,20 m²,1 PN,1,---,"Địa chỉ:  Đường Trần Xuân Soạn, Phường Tân Quy, Quận 7, Hồ Chí Minh",16/12/2023,31/12/2023,19053,Quận 7,Đường Trần Xuân Soạn,Lượt xem: 13
15 Triệu/Tháng,76 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",8/7/2023,23/07/2023,9888,Quận 7,Đường Nguyễn Hữu Thọ,Lượt xem: 37
8 Triệu/Tháng,60 m²,0 PN,0,---,"Địa chỉ:  Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",23/06/2023,8/7/2023,9116,Quận Phú Nhuận,Đường Phan Tây Hồ,Lượt xem: 54
5 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Vành Đai Trong, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",22/08/2023,6/9/2023,12297,Quận Bình Tân,Đường Vành Đai Trong,Lượt xem: 61
12 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",23/05/2023,7/6/2023,6815,Quận 1,Đường Nguyễn Đình Chiểu,Lượt xem: 55
15 Triệu/Tháng,126 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",19/08/2023,3/9/2023,12122,Quận 9,Đường Nguyễn Xiển,Lượt xem: 62
14 Triệu/Tháng,38 m²,0 PN,0,---,"Địa chỉ:  360 Đường Trường Sa, Phường 2, Phú Nhuận, Hồ Chí Minh",17/07/2023,1/8/2023,10450,Quận Phú Nhuận,Đường Trường Sa,Lượt xem: 35
11 Triệu/Tháng,40 m²,0 PN,1,---,"Địa chỉ:  Đường Phạm Văn Chí, Phường 3, Quận 6, Hồ Chí Minh",7/7/2023,22/07/2023,9731,Quận 6,Đường Phạm Văn Chí,Lượt xem: 67
25 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  Đường 43, Phường Tân Quy, Quận 7, Hồ Chí Minh",4/10/2023,19/10/2023,13451,Quận 7,Đường 43,Lượt xem: 40
70 Triệu/Tháng,125 m²,5 PN,3,---,"Địa chỉ:  Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",24/08/2023,8/9/2023,11394,Quận 10,Đường 3/2,Lượt xem: 72
80 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  43B Đường Hoa Mai, Phường 2, Phú Nhuận, Hồ Chí Minh",22/08/2023,6/9/2023,12323,Quận Phú Nhuận,Đường Hoa Mai,Lượt xem: 60
95 Triệu/Tháng,0 m²,6 PN,6,Tây Nam,"Địa chỉ:  Đường Cư Xá Đồng Tiến, Phường 14, Quận 10, Hồ Chí Minh",15/12/2023,29/12/2023,19288,Quận 10,Đường Cư Xá Đồng Tiến,Lượt xem: 7
130 Triệu/Tháng,1100 m²,0 PN,8,---,"Địa chỉ:  Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",16/12/2023,30/12/2023,19537,Quận Tân Bình,Đường Cửu Long,Lượt xem: 8
120 Triệu/Tháng,160 m²,7 PN,8,---,"Địa chỉ:  120A Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",8/4/2023,23/04/2023,5338,Quận Phú Nhuận,Đường Phan Xích Long,Lượt xem: 75
60 Triệu/Tháng,180 m²,5 PN,6,---,"Địa chỉ:  12C Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",22/04/2023,7/5/2023,5843,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 44
150 Triệu/Tháng,300 m²,0 PN,0,---,"Địa chỉ:  220/64-66 Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",26/05/2023,10/6/2023,7043,Quận Bình Thạnh,Đường Xô Viết Nghệ Tĩnh,Lượt xem: 87
150 Triệu/Tháng,300 m²,17 PN,0,---,"Địa chỉ:  220/66A Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",19/05/2023,3/6/2023,6631,Quận Bình Thạnh,Đường Xô Viết Nghệ Tĩnh,Lượt xem: 78
80 Triệu/Tháng,800 m²,0 PN,0,---,"Địa chỉ:  290/4 Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",20/06/2023,5/7/2023,8780,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 82
120 Triệu/Tháng,160 m²,0 PN,0,---,"Địa chỉ:  2F Đường Hồ Xuân Hương, Phường 6, Quận 3, Hồ Chí Minh",7/4/2023,22/04/2023,5286,Quận 3,Đường Hồ Xuân Hương,Lượt xem: 96
55 Triệu/Tháng,160 m²,4 PN,5,---,"Địa chỉ:  354b Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",24/04/2023,9/5/2023,5952,Quận 10,Đường Lý Thường Kiệt,Lượt xem: 77
120 Triệu/Tháng,204 m²,5 PN,6,---,"Địa chỉ:  190D Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",8/4/2023,23/04/2023,5330,Quận 1,Đường Nguyễn Văn Thủ,Lượt xem: 46
65 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  29A Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",6/9/2023,21/09/2023,12863,Quận Tân Bình,Đường Hoàng Việt,Lượt xem: 58
250 Triệu/Tháng,700 m²,0 PN,10,Tây,"Địa chỉ:  Đường Đặng Thai Mai, Phường 7, Phú Nhuận, Hồ Chí Minh",12/12/2023,26/12/2023,18761,Quận Phú Nhuận,Đường Đặng Thai Mai,Lượt xem: 12
90/Tháng,88 m²,5 PN,0,---,"Địa chỉ:  33 Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",10/3/2023,25/03/2023,4150,Quận 10,Đường Lý Thường Kiệt,Lượt xem: 22
80 Triệu/Tháng,128 m²,6 PN,7,---,"Địa chỉ:  290/4A Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",7/6/2023,22/06/2023,7557,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 57
120 Triệu/Tháng,300 m²,6 PN,7,---,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",17/06/2023,2/7/2023,8705,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 72
60 Triệu/Tháng,192 m²,6 PN,6,---,"Địa chỉ:  386A Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",18/02/2023,5/3/2023,3491,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 32
700 Triệu/Tháng,5000 m²,170 PN,171,---,"Địa chỉ:  Đường Âu Cơ, Phường 9, Quận 11, Hồ Chí Minh",15/12/2023,29/12/2023,19235,Quận 11,Đường Âu Cơ,Lượt xem: 15
200 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  45a Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",22/07/2023,6/8/2023,10933,Quận 10,Đường 3/2,Lượt xem: 84
160 Triệu/Tháng,1200 m²,0 PN,0,---,"Địa chỉ:  Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",21/07/2023,5/8/2023,10919,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 57
300 Triệu/Tháng,1200 m²,0 PN,12,Tây Bắc,"Địa chỉ:  Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",18/12/2023,1/1/2024,19823,Quận 3,Đường Lê Văn Sỹ,Lượt xem: 4
180 Triệu/Tháng,1000 m²,0 PN,0,---,"Địa chỉ:  Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",12/12/2023,26/12/2023,18722,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 7
32 Triệu/Tháng,100 m²,4 PN,5,---,"Địa chỉ:  43/5 Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",16/03/2023,31/03/2023,4435,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 28
125 Triệu/Tháng,650 m²,5 PN,6,---,"Địa chỉ:  Đường Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Hồ Chí Minh",12/12/2023,26/12/2023,18860,Quận Bình Thạnh,Đường Nguyễn Ngọc Phương,Lượt xem: 11
130 Triệu/Tháng,650 m²,28 PN,0,---,"Địa chỉ:  Đường Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",14/12/2023,28/12/2023,19190,Quận 1,Đường Nguyễn Văn Cừ,Lượt xem: 19
45 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  392/4b Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",3/8/2023,18/08/2023,11337,Quận 10,Đường Cao Thắng,Lượt xem: 65
400 Triệu/Tháng,1300 m²,0 PN,0,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",13/12/2023,27/12/2023,19065,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 6
120 Triệu/Tháng,920 m²,0 PN,16,Tây Nam,"Địa chỉ:  Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",19/12/2023,2/1/2024,20006,Quận 10,Đường 3/2,Lượt xem: 12
150 Triệu/Tháng,175 m²,0 PN,0,---,"Địa chỉ:  Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",23/11/2023,8/12/2023,16760,Quận 10,Đường Bạch Mã,Lượt xem: 34
200 Triệu/Tháng,250 m²,0 PN,0,---,"Địa chỉ:  Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",20/11/2023,5/12/2023,16486,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,Lượt xem: 43
360 Triệu/Tháng,250 m²,0 PN,0,---,"Địa chỉ:  Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2/12/2023,17/12/2023,17540,Quận Tân Bình,Đường Phổ Quang,Lượt xem: 2
480 Triệu/Tháng,216 m²,0 PN,0,---,"Địa chỉ:  Đường Trường Sa, Phường Đa Kao, Quận 1, Hồ Chí Minh",13/11/2023,28/11/2023,16000,Quận 1,Đường Trường Sa,Lượt xem: 23
150 Triệu/Tháng,126 m²,0 PN,0,---,"Địa chỉ:  , Đường Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",4/12/2023,18/12/2023,17660,Quận 3,Đường Hai Bà Trưng,Lượt xem: 15
80 Triệu/Tháng,90 m²,7 PN,7,---,"Địa chỉ:  156B Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",1/3/2023,16/03/2023,3776,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 34
180 Triệu/Tháng,180 m²,6 PN,7,---,"Địa chỉ:  348 Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",1/8/2023,16/08/2023,11266,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 56
70 Triệu/Tháng,160 m²,3 PN,4,---,"Địa chỉ:  Đường Bạch Đằng, Phường 24, Bình Thạnh, Hồ Chí Minh",17/06/2023,2/7/2023,8703,Quận Bình Thạnh,Đường Bạch Đằng,Lượt xem: 78
130 Triệu/Tháng,300 m²,7 PN,7,---,"Địa chỉ:  109 Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",21/03/2023,5/4/2023,4716,Quận Bình Thạnh,Đường Hoàng Hoa Thám,Lượt xem: 61
150 Triệu/Tháng,135 m²,7 PN,7,---,"Địa chỉ:  Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",18/04/2023,3/5/2023,4575,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,Lượt xem: 99
150 Triệu/Tháng,150 m²,11 PN,10,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",8/9/2023,23/09/2023,11889,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 54
800 Triệu/Tháng,2800 m²,0 PN,0,---,"Địa chỉ:  262 Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",4/8/2023,19/08/2023,11352,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 165
120 Triệu/Tháng,200 m²,0 PN,0,---,"Địa chỉ:  307A Đường Nguyễn Văn Trỗi, Phường 1, Tân Bình, Hồ Chí Minh",19/05/2023,3/6/2023,6653,Quận Tân Bình,Đường Nguyễn Văn Trỗi,Lượt xem: 69
90 Triệu/Tháng,250 m²,4 PN,5,---,"Địa chỉ:   382A Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",13/04/2023,28/04/2023,4967,Quận 3,Đường Nam Kỳ Khởi Nghĩa,Lượt xem: 92
350 Triệu/Tháng,255 m²,31 PN,20,---,"Địa chỉ:  Đường Hậu Giang, Phường 4, Tân Bình, Hồ Chí Minh",18/04/2023,3/5/2023,5679,Quận Tân Bình,Đường Hậu Giang,Lượt xem: 78
170 Triệu/Tháng,192 m²,0 PN,0,---,"Địa chỉ:  Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Hồ Chí Minh",19/11/2023,4/12/2023,16464,Quận 1,Đường Trần Nhật Duật,Lượt xem: 4
80 Triệu/Tháng,1000 m²,0 PN,0,---,"Địa chỉ:  780/2A Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",21/07/2023,5/8/2023,10923,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 91
200 Triệu/Tháng,500 m²,0 PN,5,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",14/12/2023,28/12/2023,19167,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 9
40 Triệu/Tháng,132 m²,4 PN,5,---,"Địa chỉ:  226/3A Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",5/6/2023,20/06/2023,6589,Quận Tân Bình,Đường Lê Văn Sỹ,Lượt xem: 39
120 Triệu/Tháng,560 m²,0 PN,8,---,"Địa chỉ:  Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",16/12/2023,30/12/2023,19527,Quận Phú Nhuận,Đường Hoàng Văn Thụ,Lượt xem: 5
400 Triệu/Tháng,1600 m²,20 PN,0,---,"Địa chỉ:  Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",30/09/2023,15/10/2023,7089,Quận Phú Nhuận,Đường Hoàng Văn Thụ,Lượt xem: 56
100 Triệu/Tháng,180 m²,0 PN,0,---,"Địa chỉ:  Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",23/06/2023,8/7/2023,8968,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 61
100 Triệu/Tháng,140 m²,10 PN,8,---,"Địa chỉ:  212B Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",15/04/2023,30/04/2023,5606,Quận 1,Đường Nguyễn Trãi,Lượt xem: 79
70 Triệu/Tháng,600 m²,0 PN,0,---,"Địa chỉ:  656/10A Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",15/04/2023,30/04/2023,4916,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 129
80 Triệu/Tháng,800 m²,0 PN,0,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",15/06/2023,30/06/2023,8472,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 76
